_id,name,info,cat,purchases_Y15/M07,purchases_Y15/M08,purchases_Y15/M09,purchases_Y15/M10,purchases_Y15/M11
0169-000075-0006539,Turquoise Feather Corded Bracelet,"A corded bracelet with a slim feather.
			Adjustable
			Man-made materials
			One size fits most
			Imported
			STYLE: 0169-000075-0006539","[""accessories"",""jewelry-and-watches"",""bracelets"",""charm""]",,1,0,0,0
0169-001140-0000001,Clear Life Bracelet,"Remember to lead a balanced lifestyle with this Life bracelet, containing properties from the highest and lowest points of the earth. The green bead contains water from the mountains while the gray bead contains earth from beneath the sea.
			Stretch fit
			Man-made materials
			Imported
			STYLE: 0169-001140-0000001","[""accessories"",""jewelry-and-watches"",""bracelets"",""charm""]",,29,0,0,0
0172-001499-0000168,Rosy Romance Anklet,"Love yourself from head to toe in this pretty metallic gold anklet. Features a collection of openwork metallic rose and rhinestone stud charms.
			Approx. 7 in. long; 2.5 in. adjustable chain
			One size fits most
			Man-made materials
			Imported
			STYLE: 0172-001499-0000168","[""accessories"",""jewelry-and-watches"",""body-jewelry""]",,17,0,0,0
0174-000075-0001106,Gold Metallic Initial C Gemstone Ring,"Personalize your jewelry from A to Z with this cute metallic ring. Topped with the initial ""C"" and crafted with a faux gemstone encrusted band.
			Man-made materials
			Imported
			STYLE: 0174-000075-0001106","[""accessories"",""jewelry-and-watches"",""rings""]",,0,0,0,0
0174-000336-0004000,Geo Midi Ring Set,"Don't stop at the norm when you can be original in these cute metallic gold rings. This set of 5 midi rings with which to adorn your digits, comes in a mix of abstract shapes with a rhinestone accent.
			Set of 5
			Man-made material 
			Imported
			STYLE: 0174-000336-0004000","[""accessories"",""jewelry-and-watches"",""sets""]",,35,14,0,0
0174-000336-0004001,Prism Power Midi Ring Set,"Feel the power at your fingertips with this fun midi ring set. It features gold tone rings, one of which has a crystal prism. Geo shapes and rhinestone details decorate the rest for a modern look.
			Includes 5 rings
			One size fits most
			Man-made materials
			Imported
			STYLE: 0174-000336-0004001","[""accessories"",""jewelry-and-watches"",""sets""]",,24,27,0,0
0174-000336-0004003,Peace Tribe Midi Ring Set,"Make peace, not war. This fun silver and gold tone midi ring set features a peace sign, arrow, geo shapes and an all-seeing eye with faux gemstone details.
			Includes 5 rings
			One size fits most
			Man-made materials
			Imported
			STYLE: 0174-000336-0004003","[""accessories"",""jewelry-and-watches"",""sets""]",,21,30,0,0
0174-000336-0007564,Vintage Ram Ring,"Sometimes it's the smallest piece that makes the biggest impression. This charming metallic ring, designed with a Western feel, features the image of a ram's head.
			Measures 1 in. 
			Man-made materials
			Imported
			STYLE: 0174-000336-0007564","[""accessories"",""jewelry-and-watches"",""rings""]",,0,0,0,0
0183-000908-0000008,Never-Ending Friendship Belly Ring Set,"Show off your everlasting friendship in these cute matching belly rings. Two-halves of a hole heart, when placed together they spell out ""Best Friends.""
			Set of 2
			Charms measure: 0.85 in. long
			14 gauge barbell
			Surgical steel
			Imported
			STYLE: 0183-000908-0000008","[""accessories"",""jewelry-and-watches"",""body-jewelry""]",,5,12,0,0
0199-001336-0001381,Polka Dot Thong Set,"Add a dash of cuteness and spice to your lingerie collection. This set of 5 soft knit thongs feature an allover polka dot print. Complete with lace trim at the waistband and leg openings.
			tarea by rue21
			Set of 5
			100% polyester
			Machine wash 
			Imported
			STYLE: 0199-001336-0001381","[""girls"",""undies""]",,1,0,0,0
0201-000379-0001920,Game Over Cheek Hipster Undie Set,"Some people just don't know when to call it quits. This cute undies set includes 5 pairs of uniquely decorated cheeky hipsters. Featuring wide lace trim and quirky screen prints.
			tarea by rue21
			Includes 5 pairs
			95% cotton, 5% spandex
			Hand wash 
			Imported
			STYLE: 0201-000379-0001920","[""girls"",""undies""]",,5,16,0,0
0203-000379-0002004-0090,Chevron Pop Karma Undie Set,"With this sporty jersey boyleg undie set, there's a reason to look forward to getting up in the morning. Built with a faux fly front and contrast piping, this fun set features some funny phrases you'll be giggling over all day.
			tarea by rue21
			Includes 5 pairs of undies
			95% cotton, 5% spandex
			Hand wash
			Imported
			STYLE: 0203-000379-0002004","[""girls"",""undies-and-shapewear"",""undies""]",,0,59,49,0
0209-001336-0000523,Leopard Lace Back Cheeky Hipster Set,"This fierce cheeky hipster duo can be your flirty little secret. Designed with solid knit at the front before turning sassy at the back with scalloped, leopard print lace.
			tarea by rue21
			Synthetic blend
			Machine wash 
			Imported
			STYLE: 0209-001336-0000523","[""girls"",""undies""]",,0,0,0,0
0234-000624-0001111,Red & Gray Plaid Short Sleeve Button Down,"Take a tip from this summer classic: a plaid shirt is never wasted. This comfortable cotton blend button down comes in a red and grayscale plaid. Its short sleeves and comfortable fit will keep you cool all summer long.
			Classic fit
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0234-000624-0001111","[""guys"",""shirts"",""short-sleeve-shirts""]",,7,4,0,0
0234-001110-0001111,Burgundy Feathered Button Down,"Spruce up your closet for the warmer months with this crisp, short sleeved button down. In a classic fit with a outdoorsy feather design that's casual enough for any backyard BBQ.
			Classic fit
			Front pocket
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0234-001110-0001111","[""guys"",""shirts"",""plaid-and-patterned-shirts""]",,1,0,0,0
0237-000311-0006002-0001,Plaidtastic Button Down,"A little bit of plaid never hurt anyone. This slim, plaid button  features small modern twists with rolled tab sleeves and two front flap pockets. It's the perfect casual top for layering or wearing on its own on a night out.
			Slim fit
			55% cotton, 45% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0237-000311-0006002","[""guys"",""shirts"",""plaid-and-patterned-shirts""]",,28,6,2,0
0237-000617-0005006,Mini Geo Chambray Button Down,"Get the perfect casual look with this comfortable button down. Made from a soft chambray fabric in a classic fit and featuring tiny geometric diamond prints. Complete with two buttoned front pockets, buttoned cuffs and a pointed collar.
			Classic fit
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0237-000617-0005006","[""guys"",""shirts"",""plaid-and-patterned-shirts""]",,1,5,0,0
0237-000624-0004252,Green/Grey Plaid Button Down,"Green and grey plaid button down shirt. Contrast stitching. Button chest pockets. Rolled tab sleeves. Rounded hem.
			Slim fit
			60% cotton, 40% polyester
			Machine washable
			Model wears size Medium
			Imported
			STYLE: 0237-000624-0004252","[""uncategorised""]",,0,0,0,0
0237-001110-0005008,Gray Micro Dot Button Down,"Classic summer shirting starts with the always-sharp slim fit button down. Featured in soft gray with a micro dot print, this lightweight cotton shirt is perfect for casual layering, or wear it on its own for a night out.
			Slim fit
			100% cotton
			Model wears size Medium
			Imported
			STYLE: 0237-001110-0005008","[""uncategorised""]",,0,0,0,0
0248-000124-0000023,White Slub Knit Henley Tee,"The relaxing look of a henley tee matches perfectly with the summer mood. Constructed with a breathable slub knit in solid white so that you can pair it with anything. It's finished with a 3-button placket.
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0248-000124-0000023","[""guys"",""short-sleeve-tees"",""henley""]",,5,9,0,0
0248-000124-0000029,Black Baseball Henley Tee,"Even basics shouldn't be boring. This slub knit henley tee features a black and charcoal gray color block build, raglan sleeves and a 3-button placket. Wear it out from the work week to the weekend.
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0248-000124-0000029","[""guys"",""short-sleeve-tees"",""henley""]",,16,0,0,0
0248-000124-0003002-0060,Red Baseball Henley Top,"A comfortable slub knit top that matches perfectly with the weekend. Crafted with a red body and dark gray raglan sleeves, this top is completed with a 3-button placket. 
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0248-000124-0003002","[""guys"",""long-sleeve-tees"",""henley""]",,7,8,2,0
0248-000124-0005010,Heathered Blue Pocket V-Neck Tee,"The essential tee was just given a small upgrade. Made from a soft jersey knit in heathered blue and featuring a squared front pocket. 
			100% cotton
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0248-000124-0005010","[""guys"",""short-sleeve-tees"",""v-neck""]",,5,0,0,0
0249-000124-0000034,Blue Striped Henley Tee,"Basic doesn't need to mean boring. This henley tee is crafted with a breathable slub knit, making it perfect for the warmer months. It boasts blue and red stripes with a 3-button placket to finish off the look.
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0249-000124-0000034","[""guys"",""short-sleeve-tees"",""henley""]",,10,17,0,0
0249-000124-0001124,Striped Slub Henley Tee,"A classic slub henley tee with multi stripes. 3-button crew neck closure.
			60% cotton, 40% polyester
			Machine washable
			Model wears size Medium
			Imported
			STYLE: 0249-000124-0001124","[""uncategorised""]",,0,0,0,0
0249-000124-0001518,Seaside Striped V-Neck Pocket Tee,"You can never have too many essential tees in your closet. This cotton blend knit tee features a wide color-striped design. Complete with a V-neckline and solid front pocket.
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0249-000124-0001518","[""guys"",""short-sleeve-tees"",""v-neck""]",,10,0,0,0
0249-000124-0002203,New York Pinstripe Baseball Tee,"Represent the City That Never Sleeps in this classic jersey baseball tee, featuring pinstripes and ""New York"" gothic text. Perfect for kicking back on a weekend.
			3-button placket
			Color blocked three quarter sleeves
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0249-000124-0002203","[""uncategorised""]",,1,0,0,0
0249-000124-0005004,Mint Mariner Striped V-Neck Tee,"The classic jersey tee featured in charcoal gray with mint green mariner stripes. An accent pocket and V-neck with contrast pale gray jersey creates a trendy finish to this easy summer style.
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0249-000124-0005004","[""guys"",""short-sleeve-tees"",""v-neck""]",,11,23,0,0
0249-000124-0005021,Red Striped Baseball Henley Tee,"Hit it out of the park in this classic slub jersey tee, featuring raglan blocked sleeves and a striped body. The classic henley collar adds a preppy, tailored finish that's perfect for everday dressing.
			3-button placket
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0249-000124-0005021","[""guys"",""short-sleeve-tees"",""henley""]",,1,3,0,0
0249-000124-0005060,Primary Striped V-Neck Tee,"Summer's here! Pop on this comfortable and cool jersey tee for a bolder alternative to your everyday wardrobe. It features mixed red, white and blue stripes for a patriotic look.
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0249-000124-0005060","[""guys"",""short-sleeve-tees"",""v-neck""]",,8,16,0,0
0249-000124-0009160,Striped Henley Baseball Tee,"Cozy down in this casual tee. Made from a soft slub knit, it's featured with heathered navy and mint green wide stripes. Complete with a 3-button placket and raglan short sleeves.
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0249-000124-0009160","[""guys"",""short-sleeve-tees"",""henley""]",,11,6,0,0
0249-000124-0009162,Black Striped Baseball Henley Tee,"Cozy down in this casual tee. Made from a soft slub knit, it's featured with black and white wide stripes. Complete with a 3-button placket and raglan short sleeves.
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0249-000124-0009162","[""guys"",""short-sleeve-tees"",""henley""]",,0,0,0,0
0249-000124-0009163,Striped Slub Knit Henley Tee,"Cozy down in this casual tee. Made from a soft jersey knit, it features heathered, charcoal gray mixed stripes. Complete with a 3-button placket and short sleeves.
			60% cotton, 40% polyester
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0249-000124-0009163","[""guys"",""short-sleeve-tees"",""henley""]",,4,23,0,0
0251-000483-0009609,Paint Splatter Good Vibes Baseball Tee,"There's nothing minimalistic about this jersey knit tee. Features paint splattered raglan sleeves with black and mint green screen prints at the front.
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0251-000483-0009609","[""guys"",""graphic-tees""]",,3,2,0,0
0251-000483-0009632,100 Red Elephant Skin Tee,"Keep your game on point in this jersey knit tee. Designed with red elephant skin print at the yoke and ""100"" in bold red print at the center.
			60% cotton, 40% polyester
			Machine wash
			Model wears size Medium
			Imported
			STYLE: 0251-000483-0009632","[""guys"",""graphic-tees""]",,2,0,0,0
0251-000648-0000010,Rose Prism Tank,"A lightweight and soft scuba knit tank for layering and rocking on its own. Designed with a colorful red and black rose pattern with black trim.
			95% polyester, 5% lycra
			Machine wash 
			Model wears size Medium
			Imported
			STYLE: 0251-000648-0000010","[""guys"",""tanks""]",,1,0,0,0
